id,name,description,price,originalPrice,images,category,subcategory,brand,colors,sizes,inStock,rating,reviews,tags,createdAt,updatedAt
hf_43993,"Police Women Passion Perfume","Stylish perfume and body mist in pink perfect for spring casual wear.",71,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/66/image/image.jpg?Expires=1758108427&Signature=HAMTkgSxgUqgJFUsV73ZvYLULCOh1xTwO6o2Y3gyQ3~smzEATQUfZDIBF~h-EnLO9vyRoHzxaQX675xtw06WoDgVhwmP4gEAhnlAmywzb9XhQVZI0YwZpXoQSPiEFuodlf7B2cejbY2nNeCvzRBs5U4UMK7fI6Njmi4MkUh4C2EUpQGVJbWWVX5~cUn3KMdgf7W2KbRMiK4VfYedOqqmRBQMswX4KzA0yivDISJSO8HaPFDmi2aPJIDk9yixhxo4B5XMAO~Fa6y3FWllPtduLC~EBksuD3ikWumvioCIAnjwa7Y1OBCmJl-9KpnBVKuNXjB32gVDdhvUwN-Z9wLL1w__&Key-Pair-Id=K3EI6M078Z3AC3",Beauty,Fragrance,Fashion Brand,"Pink","XS;S;M;L;XL",true,4.3,101,"women;personal care;fragrance;perfume and body mist;pink;spring;casual",2016-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_6628,"ADIDAS Men's Lowell White Silver Shoe","Premium white sports shoes designed for sports occasions during summer.",42.17,59,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/67/image/image.jpg?Expires=1758108427&Signature=Wz~Sle1LichjsQF5vETYyqJKV57EihAOou~sFSr-756rknZjbDZk066Kvb~HU6XoLcpiUyVmHC3ll~QXoq5eUTY7Yb1YgVLPajvUDRXnXRnX1aq6Uf6UYn2Y13n0ZTJwb6XY0q6iwYi1vLnch8jxTV8abhyyf6fdBmqyT6-hCfZZYcC0WN9oaO613lXUDMpgbt9dLSLj0sJh1dMB~zXZx6qESHgaHsGbFtmHqjd8GEApv16RqTmTedpsQNbCcc6fOY6Zay0mLhpusDojdQ4urk3TNzEQcNV3YrgMfZ-wSKGnkoL-OqlIqrEwisD3BWI8lMdm48M~zG89cQrpuhssEA__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Adidas,"White","7;8;9;10;11;12",true,4.2,55,"men;footwear;shoes;sports shoes;white;summer;sports",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_54924,"Do U Speak Green Men Blue Shorts","Comfortable and trendy shorts featuring blue color, ideal for casual activities.",62,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/68/image/image.jpg?Expires=1758108427&Signature=onTYP9i6RRWrvBF7SLk7cSlvoPVE8w3q~vrrxyHaUnlNG4UGzI6F7~LeUI~~PAylTXxdpW-Z6XkgoTBjPF6-Gvl0XEmohC6tU98a4EMSYmuv83kNwrMPAfjEm-PH4jxPATZ-BNho-uu2Pt1D41J7atrVXnusduSiypOEfznyPz4xVfcphJEl3varCA3e-ZZ~1ulPIRHNyfbWnk12e8ZWqBTpw0bZoWof1mIkuEY4Vin8PHtqtvqVXHucz-RpNEJVIJ1jSvkToihzXE19NxTuNuohpZoLVeONjFPUu8stseDrXd82u-vwE-zYE5I1bRq1zw-JockMG0wYNSJnUVfmnQ__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Bottomwear,Fashion Brand,"Blue","XS;S;M;L;XL",true,4.7,163,"men;apparel;bottomwear;shorts;blue;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_26538,"ID Men Red Shoes","Comfortable and trendy casual shoes featuring red color, ideal for casual activities.",62.59,79,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/69/image/image.jpg?Expires=1758108427&Signature=mqYuz4C13V5yFB8qYQIPGsD7htvvp363ZmmWoyGlMxgfSzlzZQLdoLx7my9PNmdng8lsKibsFXDtugxluLSapyUsp0XsAXMivenZpoTG6BKPo1vfTv3RRtz1qJI14njNNs~qYmcrZd3MJBLzXKqWT2L4xFjoJhoO6UZDuOxSJQLodP98Z0jUZhMKNQOcpQ9gkHkmahjXzPcrWbgLFuAQmaWZkvpzcXcLHTi4clRE9~p13AmfEHH4LQOF8nvqY~qpaQ8T3GV~ZTc0SUuZheQ88OFMWGa1xHRppltAggKHJBwM8oBK2M-RJMy-YRvB5HgiGV~2I1r1UGilIHECxeRDhw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Red","7;8;9;10;11;12",true,3.7,189,"men;footwear;shoes;casual shoes;red;fall;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_35913,"Peperone Women Black & White Handbag","Premium black handbags designed for casual occasions during summer.",72,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/70/image/image.jpg?Expires=1758108427&Signature=Oeg6Nqh7GTk6Jjd92EpN1iXpfAi6y5dLBWhwtqpqRVmVPL17mGkB3vWwfTLD0iSZYqkHDXQKcZietqHrohQHEKW6eb5nlAt1JlwWVUkXrkGvlaMjfrMDu53kd8CFLdCXAqpFFym5dqQaaVLsBYyAYMYG0dqylufIlQOFP~cEO~QreRGwjSyfkzokI4muLWMApXGjayNEC8BJz3zCrSamMGKDVFpa7jOjm07AuWa-vkckC1kay2TJoPdzGQKR-OgVEkhLHZzwcJmjtIst7QaK0pBb4DHnwALzZOkt3aHfVOp73HpMab4FpGRKSIPbkt0kKjekZatKIuUNnXhfHdMMgA__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"Black","One Size",true,4.6,186,"women;accessories;bags;handbags;black;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_49495,"Vans Men Khaki Shoes","Comfortable and trendy casual shoes featuring khaki color, ideal for casual activities.",51.89,76,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/71/image/image.jpg?Expires=1758108427&Signature=FakLMwvedQhtckUh3BtJFnlOSoULkAa6kY1ZeZaqgLkoCcPnw8ghDLjX06sZjyeNZo8~eBWqbXRfyYUbxiOnQhMQ29sU72Dpa9wpgHu3nEes5FnG1f-iB7bhUJUbwRDyZ-TozGgOskfS3mPHjoEgg6tuEd1m0LVGYFpNsHsRLKafmX-vRPyYebBUfVxCiu14nv4f8ioNqx7ws5Rrwn9y8hj4F2bLCGD9LPtkB3pEPmfubGLs1bpI5Cr6GpTZ9uKiQyNAQpeWwz-4tqZfb1CHfDFMoJ6b2ORwo1hHYBbC5RaDIB7kb0OsseawwZA0XiesnBK3uGjPnoEwsMV9Uvp5Mg__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Khaki","7;8;9;10;11;12",true,4.4,132,"men;footwear;shoes;casual shoes;khaki;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_9660,"Indigo Nation Men Reversible Bling Pink Shirts","Premium pink shirts designed for casual occasions during fall.",60,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/72/image/image.jpg?Expires=1758108427&Signature=d0uXhyGcYaMdp5HBL9AJWmDxnNyDg~TbkSf454-wclBXrfguv7ui7psuGIqxYmOIo-Nmww1vFpGIxcjWhNxyIfjzstj7~QaT09ucEzZHVIRN6o1bmEBbc1osagWmTyqF~8cRq9E~XDHrceBnALUJuh~8e7BlNTf6yGa~ZxAQNjdivBHJmC7O7bCgEWGJtsFcjcjbd8Pu52W0qxacl4evjyXYexRNh7zDo8tepSe3~UJGhZ8L0CWEW1znQ0WyPssBGWagfgvFA5p~bPa7UE4jWOwOXxp07n55DCEk23vYsg7PJv5sHtAlR3VJB0LgVfvZh1Ww8slrIWoyZUgcAo-wcQ__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Pink","XS;S;M;L;XL",true,4.4,128,"men;apparel;topwear;shirts;pink;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_2288,"Nike Women Black T-shirt","Premium black tshirts designed for sports occasions during fall.",18,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/73/image/image.jpg?Expires=1758108427&Signature=mbrzt3oIP60YO-8ak7qShl2UDqK6qac0x1R5ubd5LpzjC4OdD~Ii0A0HF1nRNTzxQ78xRc7NkVWdIBDTDdc-tBkxKp9z0-LCIIxwWYDTzkrFVoUMXO0LhFUmHNdjpRStg8GsY9q0N0eZfhGeuO4NuTNHjndodtZo9vLBYat2hRoSIOrTxbrN6aGPzl44Z3SE-qXkWpH901WW85VATZ3iYZLuf3kZ4A5iDSyIgEwzL9Efd3SrBV0Lho5BlBKRMjjOsoibYVFOflcwLWKXTUasNJPfHZaEpwz6n94Fn-cEbVbqOythkVY~nkLbYllj3QHc91~zvjelD9YkHLyMhf1Jzw__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Nike,"Black","XS;S;M;L;XL",true,4.4,187,"women;apparel;topwear;tshirts;black;fall;sports",2009-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_23876,"ADIDAS Men Blue Sweatshirt","Stylish sweatshirts in blue perfect for fall casual wear.",15.06,21,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/74/image/image.jpg?Expires=1758108427&Signature=N~cB99lQx4ESw-qzuYErOoBCJDQ0xLoRPJ3NXl1Q1Xx68z7m2x2aJYZ4mcOzFDLKSgxnyxxXv-WyW3cGeS~rGen5ILA567vjPEfLTOjFhAi7Em6lmoKmqoZ-x5FITjdJgn-y1a~h~-u17G5hLMUr4nm-8BSbtDYeejJuZR-6h6VnPbV3wdsGnFRygCFlhaKrk1v3Qds7bRbvEWfG~ugFiJEQn9cqtyCE3Hs0LULmE8LqFAC8R9pL5qXL8fjX5jK~W9643ZrnKxorHniogMmVqU0tZYVXtnkeLJ8Vd4Y~AIjX7TqGmlipNoV2s-bS36b0T1YsGooZA1U-F96VmGeaeQ__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Adidas,"Blue","XS;S;M;L;XL",true,3.2,16,"men;apparel;topwear;sweatshirts;blue;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_18237,"Manchester United Men Solid Red Tshirt","Premium red tshirts designed for casual occasions during fall.",28,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/75/image/image.jpg?Expires=1758108427&Signature=amutA19HXwsAbKFrt3-UUvCAcQKhuT~JjNWqd0HzwR79WBSu0-elz2gqiJLVk8PNQdqvBCd9tTYQh4OGu3~sC1dSA80vycPIVu3seyicjvZ8ruL97cRgUVnV4-1NWwvOP0pGpirBgJ58Evyw2LEykUmqcaBbQSgw1DrwxqPG8Gblwkcz3JY9ZOkjcKSPz06AHvubJWsIWUJwfXDxjd2SqX~76YtUfv~meOAzmBkdrx3tBGenLkWkTgbpK3t0qD5~pRvXnlFJ3yYiOV1iuyMZ58NhAvk0kpg2Ofy6EWkRDGb2mmFSUmacA93Y56HFeg4A-Cwgw-aOYE~~~ozMpQDrDg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Red","XS;S;M;L;XL",true,4.2,13,"men;apparel;topwear;tshirts;red;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_54118,"Rocia Women Black Flats","Comfortable and trendy heels featuring black color, ideal for casual activities.",97,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/76/image/image.jpg?Expires=1758108427&Signature=UlzXuuffGh4nFAgC4BQVBbor6wLhY~jjnEW4kCwyELaKt1CvEqgduue4o~vLJmnKAbCCwKnUufgavmi0OYz6XxAS9qpJzxCBpwZMgDTqfpQ4VW2g5fS9aWlzrgNSTuZCDzeWD00rEvANcQV~2idpO5u3xrl-ui9LuOdjHT88hXKGGZe5NhzPUSsyI6WTdBdJY59y-JwExggP0dEbhGbnq2Xxy0RvsQgteCsKGB2oFXnD1WtPIwxfGQdQOqcjdkyUIZv0h03QTUznw4FtcJjz2eFkS-t~UsrfFBPVBDFKpIf6pE0sSCHJipyYqRHZ2W~B0Mf3gQ~O9Y3ru3XSJ7mSuA__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Black","5;6;7;8;9;10",true,3.5,97,"women;footwear;shoes;heels;black;winter;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_2872,"Catwalk Women Leather Flats","Premium brown heels designed for casual occasions during winter.",21.71,32,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/77/image/image.jpg?Expires=1758108427&Signature=Yc3~gbtHp-P4up1iX0z8dfSs4rAXJ6C517~5TXeUefy0q8myg1nlTaJtU-2w~i2LGo1WNP0yi3AkGu9Vq6Kde5Gd~oTfPV7iIaBs03bHyxwe93l06O7SwJbiBI~zE6r4k~gZ2iC4Ok76IcpjW~EdvjPbJBj5pPEgI6Tyznahen7i0EcPyHpVmiYugLv7SDUDhXsO6ECQPIcCpEdA0Xwj5bWs1Tqr7ar-SxeGfRNBn4js-fPv4RmDYigB8g4hqkOYh7kCQkv-h0onXgeT7SAGBNJqlulGPYyMCe1p8AFpHDxyAHaAsOjXHiGkaQV6eEDa-4CxmVegfBkTjzuQOF4fqA__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Brown","5;6;7;8;9;10",true,4.7,150,"women;footwear;shoes;heels;brown;winter;casual",2014-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_49653,"Mineral Women Green Top","Stylish tops in green perfect for summer casual wear.",56,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/78/image/image.jpg?Expires=1758108427&Signature=xrf6tIJAzFeV5MCIj3KS2u~l9CpglQPkid6unMqdScaAT80meyLAKh3VYdpVsm5BrN~X1N2u4CTAeYINogQ1qn3q1SMeN0VeKRCEXcrWy0a8Ksx~95892hPUsYgg966i50hj3teho0KB7ZRUKHw1LyyxP3cPDvqksBWshn77MDYa~UzX-X7uisPBsj8UZbrpvFX7BVPh4kNHPwUxMHJfWHVyH-dfPiEmWqpOXq0oyATuvRQgjY5yLJ1eW5ZTl0nHSB5oYtmaC8L936ivPxTkX1E~r4-ThBK4tSA5smFOKo4N~MMNLtDm02mON1BlENIWzdXMPJc9Uj1Vn-YZ9mO85A__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Green","XS;S;M;L;XL",false,3.8,43,"women;apparel;topwear;tops;green;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_8574,"Crocs Dora Boots Pink Sandals","Stylish sandals in pink perfect for fall casual wear.",33,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/79/image/image.jpg?Expires=1758108427&Signature=MHX4byC2v~~DWbXF3kr9X8NZK-HMRYFdBZHdjULvHkBlT7zyCgLjPTU8xrsLmUfAAeyj5zM5W2rulQVdUhNvjtzDUU1BfGs4j7VjSSs6FVrqFoAnNlJb8~Csnm8r~KOto~coTIT~53321IZP5WmIexveQWLgmhTNNv2E9z3th2LZ6pFIIaDJIrhxUg-HfkoQVXMwOfZDP-iZJDb4zjZledkSPFM73rgHiHiFAgVwGhPqNuu10mQTH7gMdMhf8dgJ74y-mIe7IgXmXs0l5wYWm6DliAJN25ygjbgf5yWVLzG4WoBLx2Dujttt7V3QAgv7TJQRuaY0Mvd2UV9TymeOuw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Sandal,Fashion Brand,"Pink","5;6;7;8;9;10",true,3.1,55,"women;footwear;sandal;sandals;pink;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_16957,"Image Men Sunglasses","Comfortable and trendy sunglasses featuring black color, ideal for casual activities.",97,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/80/image/image.jpg?Expires=1758108427&Signature=YAUd4lQGd9bDN-N9TZGeFr7HnJRF53JbxqEVBlD-WVD7S3cyNGeapuSrgGCWqRblGlrxPN-XrGaqv0OJv3O91MaBcGk~AL-pPwicMfYsNbENCbRnqbaoE8q4UQ9EIvlqcussuQQlSSPX~GC4tPgCbRFC6fXfdzy7pkzCxUM9ssaC2L0DHIZEytTvEdlB6k4kyxV07J8Li-m~7EsqE42U59IbrqdcRyl~S6CFJdSH94fXeMXudPk-gk9qE4ML1KfPQUDIpuYJ8F07obqno5wqGPrvg0fhI~2XMn9a4dQ54wNvidBoHCKcQGm2OgXHF90jzvBhvdCg3ltqGvOotfH2sQ__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Eyewear,Fashion Brand,"Black","One Size",true,4.3,123,"men;accessories;eyewear;sunglasses;black;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_19123,"Lotto Men XL Water Man Silver Slippers","Premium silver flip flops designed for casual occasions during fall.",81,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/81/image/image.jpg?Expires=1758108427&Signature=gnkQSaUBMKlF3ejCbOqcd3X66jeSIYO1J4e~JqCot1gyJ5uML4HcxACvBRqjEqF4Dz~RAiOM6UOHN28l4OVwEbiTWOgPYrvtNjYZxuUgXeNL9SDY9e8i9Pe9EeSe1PR4JvgnaRS0Ct9x1J3mrmYrQynXnhuuOmSqTWpDvRUKo2TMCraLjk4Y9GqSStGJhU6lKzsMf3plQxv39tpnxF27UvMOufvjH62QOWYhYqffwO8AEZ7hC-FKXuh1hbvqAAmb4uITGHk~DN6gmESJkD-7TyM4jNDyie5mVX5euzFfT9cPJ02zH7zt8ElXRjDtuqUuubsjzU3OuW8raqZ1M6T-hw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Flip Flops,Fashion Brand,"Silver","7;8;9;10;11;12",true,3.9,119,"men;footwear;flip flops;silver;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_13419,"United Colors of Benetton Men Solid Pink Polo T-shirts","Stylish tshirts in pink perfect for summer casual wear.",16,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/82/image/image.jpg?Expires=1758108427&Signature=AW3KbMhUM-sMBwyZ-Eh9qCoGso6UM757d0AL2ogvoZTBIIYCIFNtCuIu8dKwY5b8KQM4qXgVYROMhYZg-lkLorh5ERHX2VRyiC8y8uyZjRCQ12cUYNRG1TP7s9xxM6ljmz9ENJ~EgBXQjrLUGF~QP0c2s3w61rbPMYiaH-1l7~x1X-NgCQYaDPYlA7qXRZIC-BwwYBgrOzP9Iwbx4enagyjfXdfbehsBC63R9dY6I8J0Ptfj0ztsTQGa4j7q-23HBZNsKF8r8wKOT8dKerId1S~W86-nvIfeGjF7YK~S6RdYcv3L~akJaKRdHIYTHV3JDSeQ54uslWj0wT0wwo56RA__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Pink","XS;S;M;L;XL",true,4.4,129,"men;apparel;topwear;tshirts;pink;summer;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_17885,"Levis Men Comfort Style Grey Innerwear Vest","Premium grey innerwear vests designed for casual occasions during summer.",55,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/83/image/image.jpg?Expires=1758108427&Signature=Fo1nDfY8Mlnw~4nC5wEjUmtE7PAJQ0pVOO0z19b~QCCefHACm1foRuz748Lp1yDtV63tzlfYBWR9r6Lst2Mcthx5Uehu-T5nvBXPETVbPa9TVj7gcNk3csUFbv~JA9vV0pcJhpR8-GqbculmicqC1ZubDniZ7G~MbxLthxqCsUnWkMLwc3UQl1uPSv7Ouk-ivgcjmtLMUJT5Zz~YcP2iTWhuYl9yqsJjBlbDffpiG~fiu5Ze4IDqZ3gdaKQ61L3tfkqo238-qvOVQ5Qf2qWAKbpG-IvczELzmm8eKAziYPmp~GEP2wXS30cNRJ7JwpR8s1yA~30Hls8L5G1z3Zh~nA__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Innerwear,Levis,"Grey","XS;S;M;L;XL",true,4.9,64,"men;apparel;innerwear;innerwear vests;grey;summer;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_43369,"Reebok Men Black Possession Flip Flops","Premium black flip flops designed for casual occasions during summer.",35.94,43,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/84/image/image.jpg?Expires=1758108427&Signature=dbAqV2pbQrd5U1ywGDvFYWDW3Tag9pf4RXgM1wOtoB3QvUS2Uz2tFgmWqThFYfar2QKw1oe76xxzVd5zpRkeP2RZonnXkYtCnw9dZ3bIMEMsW~cstREMAncMAJnyE3Mr0LxaSuZycK1xgNb3o8gj5hKKsfjv5XVvfUrP97yiHpqZQ9qCqLW-NE6zX~E5Lx0LqYZHH2geaZee0mKJ1224j3rpBG376cXJ6RkAFD1Lm18a-chvjiPIclVXZJ44ltuGhKwlAWxSu4d9-EujX2mfUzyIS7A6X-G5QhyQJfQ2a8pDx-Wj22vE2YY0Oi2uljMTIA~oqui1DPCsOC88eghvsw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Flip Flops,Reebok,"Black","7;8;9;10;11;12",true,3.9,178,"men;footwear;flip flops;black;summer;casual",2012-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_48781,"Lucera Women Silver Pendant","Premium silver pendant designed for casual occasions during summer.",99,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/85/image/image.jpg?Expires=1758108427&Signature=U42~qXYlgxY6X4RGPPV1h8f6uR0xv91fudYUZMkQCcE0YxoHIwRxwepPwHZQRTwEmB9FW2G4fd9-gX8RpY-MWxVCSbLOLymHlMQk3Xnk8yMEsRW0BWDCLCmJQnLKDCa4S~UVE4279aSTjSQ9tDE7m2M9Hgu2p1haOjYXYtLjmloLUtoGEr4cYG1fYi-QwciRUVvvVF6thoKf9kXL5BFohGeBdr0QZWHjtWR8JiasB53lUXwRtA3O4HvlkcWkRWROpLe7-p3IZjTd5PXsMY0FQgLlpe~~qKeUAG-Fkdo-FMCcIH8mKySgMdz-jCI4if0tJ1pdODNpVXY8EquPKNN3ng__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Jewellery,Fashion Brand,"Silver","One Size",true,3.5,199,"women;accessories;jewellery;pendant;silver;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_44970,"Maxima Men White Dial Analog Chronograph Watch","Stylish watches in white perfect for winter casual wear.",236,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/86/image/image.jpg?Expires=1758108427&Signature=dX-ZLeYbMwiN5XF15xlLtmj3--uwmJTlAC007WdMfbSNF9ZQutWW3uS6a3LOq2uVhgx4G2MJmXJiEGxJln8gyWH6yzPnop4dGnpihX-Snv0ski2FbVa1QjgRXrRxchAYiGLuE51LqZDO1CrXI~~9GiLdGahAEQq~wQaJTw0BfnyvNaNbYZe9Gc6GTJxYkKI7OeFewcZ7~XXEBENRZITmmUzpGsIX4dbzpZExY5or~sZbZER5F7SU23YdGVzQQ-3n4weQU13ty75GMHKEQGGeCq7wY80kLQQ8VUbEP4anLxCf4KKDmEi4pDnR6VTK57hdtJDiowvTNfax8CpIq6HegA__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"White","One Size",true,4.5,23,"men;accessories;watches;white;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_39524,"Peter England Unisex Orange Sleeve Bag","Comfortable and trendy laptop bag featuring orange color, ideal for casual activities.",46,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/87/image/image.jpg?Expires=1758108427&Signature=kHTFI6cCfDmMlzIBQClVrFyk-Ux7ignDdj8cDQoKUpifA2qARP8Z8mviW5cdkq564q47vFBSmrRGUxBrkLu5dvKxwqQqhydPiujOZRBcw5WejHzYdGrW5SqXiRHRGjDDdkmUWXzbHX6Np66g4gtrXwuDWUbSDs-XJnk4ou~1D8USIMuoVBwjPGPv48qxRosE87JWeVJ7x5b~X0i1EnVnr4FeHcDtBs5-P-vODSpudUZbx4WCUo8nWPJ5r4HpcgT1yNCUVryvqx8Gvt4y7zJUfekns7O3k6AKt0zdnuI5zbX~wmzqR2cnvnSHA2xiSK37TzZpRtFdhAqXnu8GyVqZYA__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Peter England,"Orange","One Size",true,3.8,67,"unisex;accessories;bags;laptop bag;orange;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_33822,"Puma Men Axis White & Grey Sports Shoes","Premium white sports shoes designed for sports occasions during summer.",71,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/88/image/image.jpg?Expires=1758108427&Signature=xn3ffDqQgrckM6KbTzmJPnVc019YeUsZ93xwRN3WQ3iuhIiv9LlIJT6Mz~hKuKUjcXbNxMPlAgoYvaTh5jp6HsHfVc8ba7BX2000CMKa3s4T1yvKoPOoDeCZlpR~cn8v5i77WKMhTiyLkS2-GPQLobuoNMKSon9gLIXyJrbkwQfSkhr4-C-jxiiVMNf8mOzTyfqU-I~iSEsuM0Ums7pr9QgviYpOEvmQbAZG4f-wIKB-31nj22tbzxbAMK9cY5mx7qyFOncKXo2mEuVsDqnYBYvAiMFLQtjZsvTxg0W-kAIcfWZFBPUdcnGdG54YLyZBuFNrJU1tvQr1spJc53eGXg__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Puma,"White","7;8;9;10;11;12",true,4.7,69,"men;footwear;shoes;sports shoes;white;summer;sports",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
