id,name,description,price,originalPrice,images,category,subcategory,brand,colors,sizes,inStock,rating,reviews,tags,createdAt,updatedAt
hf_43993,"Police Women Passion Perfume","Stylish perfume and body mist in pink perfect for spring casual wear.",71,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/66/image/image.jpg?Expires=1758108427&Signature=HAMTkgSxgUqgJFUsV73ZvYLULCOh1xTwO6o2Y3gyQ3~smzEATQUfZDIBF~h-EnLO9vyRoHzxaQX675xtw06WoDgVhwmP4gEAhnlAmywzb9XhQVZI0YwZpXoQSPiEFuodlf7B2cejbY2nNeCvzRBs5U4UMK7fI6Njmi4MkUh4C2EUpQGVJbWWVX5~cUn3KMdgf7W2KbRMiK4VfYedOqqmRBQMswX4KzA0yivDISJSO8HaPFDmi2aPJIDk9yixhxo4B5XMAO~Fa6y3FWllPtduLC~EBksuD3ikWumvioCIAnjwa7Y1OBCmJl-9KpnBVKuNXjB32gVDdhvUwN-Z9wLL1w__&Key-Pair-Id=K3EI6M078Z3AC3",Beauty,Fragrance,Fashion Brand,"Pink","XS;S;M;L;XL",true,4.3,101,"women;personal care;fragrance;perfume and body mist;pink;spring;casual",2016-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_35913,"Peperone Women Black & White Handbag","Premium black handbags designed for casual occasions during summer.",72,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/70/image/image.jpg?Expires=1758108427&Signature=Oeg6Nqh7GTk6Jjd92EpN1iXpfAi6y5dLBWhwtqpqRVmVPL17mGkB3vWwfTLD0iSZYqkHDXQKcZietqHrohQHEKW6eb5nlAt1JlwWVUkXrkGvlaMjfrMDu53kd8CFLdCXAqpFFym5dqQaaVLsBYyAYMYG0dqylufIlQOFP~cEO~QreRGwjSyfkzokI4muLWMApXGjayNEC8BJz3zCrSamMGKDVFpa7jOjm07AuWa-vkckC1kay2TJoPdzGQKR-OgVEkhLHZzwcJmjtIst7QaK0pBb4DHnwALzZOkt3aHfVOp73HpMab4FpGRKSIPbkt0kKjekZatKIuUNnXhfHdMMgA__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"Black","One Size",true,4.6,186,"women;accessories;bags;handbags;black;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_2288,"Nike Women Black T-shirt","Premium black tshirts designed for sports occasions during fall.",18,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/73/image/image.jpg?Expires=1758108427&Signature=mbrzt3oIP60YO-8ak7qShl2UDqK6qac0x1R5ubd5LpzjC4OdD~Ii0A0HF1nRNTzxQ78xRc7NkVWdIBDTDdc-tBkxKp9z0-LCIIxwWYDTzkrFVoUMXO0LhFUmHNdjpRStg8GsY9q0N0eZfhGeuO4NuTNHjndodtZo9vLBYat2hRoSIOrTxbrN6aGPzl44Z3SE-qXkWpH901WW85VATZ3iYZLuf3kZ4A5iDSyIgEwzL9Efd3SrBV0Lho5BlBKRMjjOsoibYVFOflcwLWKXTUasNJPfHZaEpwz6n94Fn-cEbVbqOythkVY~nkLbYllj3QHc91~zvjelD9YkHLyMhf1Jzw__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Nike,"Black","XS;S;M;L;XL",true,4.4,187,"women;apparel;topwear;tshirts;black;fall;sports",2009-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_54118,"Rocia Women Black Flats","Comfortable and trendy heels featuring black color, ideal for casual activities.",97,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/76/image/image.jpg?Expires=1758108427&Signature=UlzXuuffGh4nFAgC4BQVBbor6wLhY~jjnEW4kCwyELaKt1CvEqgduue4o~vLJmnKAbCCwKnUufgavmi0OYz6XxAS9qpJzxCBpwZMgDTqfpQ4VW2g5fS9aWlzrgNSTuZCDzeWD00rEvANcQV~2idpO5u3xrl-ui9LuOdjHT88hXKGGZe5NhzPUSsyI6WTdBdJY59y-JwExggP0dEbhGbnq2Xxy0RvsQgteCsKGB2oFXnD1WtPIwxfGQdQOqcjdkyUIZv0h03QTUznw4FtcJjz2eFkS-t~UsrfFBPVBDFKpIf6pE0sSCHJipyYqRHZ2W~B0Mf3gQ~O9Y3ru3XSJ7mSuA__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Black","5;6;7;8;9;10",true,3.5,97,"women;footwear;shoes;heels;black;winter;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_2872,"Catwalk Women Leather Flats","Premium brown heels designed for casual occasions during winter.",21.71,32,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/77/image/image.jpg?Expires=1758108427&Signature=Yc3~gbtHp-P4up1iX0z8dfSs4rAXJ6C517~5TXeUefy0q8myg1nlTaJtU-2w~i2LGo1WNP0yi3AkGu9Vq6Kde5Gd~oTfPV7iIaBs03bHyxwe93l06O7SwJbiBI~zE6r4k~gZ2iC4Ok76IcpjW~EdvjPbJBj5pPEgI6Tyznahen7i0EcPyHpVmiYugLv7SDUDhXsO6ECQPIcCpEdA0Xwj5bWs1Tqr7ar-SxeGfRNBn4js-fPv4RmDYigB8g4hqkOYh7kCQkv-h0onXgeT7SAGBNJqlulGPYyMCe1p8AFpHDxyAHaAsOjXHiGkaQV6eEDa-4CxmVegfBkTjzuQOF4fqA__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Brown","5;6;7;8;9;10",true,4.7,150,"women;footwear;shoes;heels;brown;winter;casual",2014-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_49653,"Mineral Women Green Top","Stylish tops in green perfect for summer casual wear.",56,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/78/image/image.jpg?Expires=1758108427&Signature=xrf6tIJAzFeV5MCIj3KS2u~l9CpglQPkid6unMqdScaAT80meyLAKh3VYdpVsm5BrN~X1N2u4CTAeYINogQ1qn3q1SMeN0VeKRCEXcrWy0a8Ksx~95892hPUsYgg966i50hj3teho0KB7ZRUKHw1LyyxP3cPDvqksBWshn77MDYa~UzX-X7uisPBsj8UZbrpvFX7BVPh4kNHPwUxMHJfWHVyH-dfPiEmWqpOXq0oyATuvRQgjY5yLJ1eW5ZTl0nHSB5oYtmaC8L936ivPxTkX1E~r4-ThBK4tSA5smFOKo4N~MMNLtDm02mON1BlENIWzdXMPJc9Uj1Vn-YZ9mO85A__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Green","XS;S;M;L;XL",false,3.8,43,"women;apparel;topwear;tops;green;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_8574,"Crocs Dora Boots Pink Sandals","Stylish sandals in pink perfect for fall casual wear.",33,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/79/image/image.jpg?Expires=1758108427&Signature=MHX4byC2v~~DWbXF3kr9X8NZK-HMRYFdBZHdjULvHkBlT7zyCgLjPTU8xrsLmUfAAeyj5zM5W2rulQVdUhNvjtzDUU1BfGs4j7VjSSs6FVrqFoAnNlJb8~Csnm8r~KOto~coTIT~53321IZP5WmIexveQWLgmhTNNv2E9z3th2LZ6pFIIaDJIrhxUg-HfkoQVXMwOfZDP-iZJDb4zjZledkSPFM73rgHiHiFAgVwGhPqNuu10mQTH7gMdMhf8dgJ74y-mIe7IgXmXs0l5wYWm6DliAJN25ygjbgf5yWVLzG4WoBLx2Dujttt7V3QAgv7TJQRuaY0Mvd2UV9TymeOuw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Sandal,Fashion Brand,"Pink","5;6;7;8;9;10",true,3.1,55,"women;footwear;sandal;sandals;pink;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_48781,"Lucera Women Silver Pendant","Premium silver pendant designed for casual occasions during summer.",99,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/85/image/image.jpg?Expires=1758108427&Signature=U42~qXYlgxY6X4RGPPV1h8f6uR0xv91fudYUZMkQCcE0YxoHIwRxwepPwHZQRTwEmB9FW2G4fd9-gX8RpY-MWxVCSbLOLymHlMQk3Xnk8yMEsRW0BWDCLCmJQnLKDCa4S~UVE4279aSTjSQ9tDE7m2M9Hgu2p1haOjYXYtLjmloLUtoGEr4cYG1fYi-QwciRUVvvVF6thoKf9kXL5BFohGeBdr0QZWHjtWR8JiasB53lUXwRtA3O4HvlkcWkRWROpLe7-p3IZjTd5PXsMY0FQgLlpe~~qKeUAG-Fkdo-FMCcIH8mKySgMdz-jCI4if0tJ1pdODNpVXY8EquPKNN3ng__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Jewellery,Fashion Brand,"Silver","One Size",true,3.5,199,"women;accessories;jewellery;pendant;silver;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_58513,"Tonga Women Maroon Top","Stylish tops in off white perfect for summer casual wear.",38,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/89/image/image.jpg?Expires=1758108427&Signature=N2jO4qcsiSOwnMd5Uzb~B4AFkMMrn-ghqmh71tmBz7Zgb~2sqCN1m1jCcErLA0xDbBE-0kP6gQIQM1Vt0t9C6lAPoTrjNNAj~reKr3DXxzyER75r828nPkLGm4P6H0kYuoEHs35cYxW8KGjlLz9xzYoB~GlTIQbpVbf3RDPVEzyFXcDy0gM9xtPTWtub3gZW2y~R1nhCNexrnlcvyGhPAOZr7Y2poT1KaJR15JJvUy-RwoOFHs8dqlYYnEvCWHWsudXb4B91HraMReQUfBh45zz25NZJXhhI4mQu1hRGjz3~YGaHrZMOzvvsTVled8tyMSfOKazhDFK-4778TUvSew__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Off White","XS;S;M;L;XL",true,3.9,209,"women;apparel;topwear;tops;off-white;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.522Z
hf_25947,"Femella Women Brown Scarf","Comfortable and trendy scarves featuring brown color, ideal for casual activities.",64,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/90/image/image.jpg?Expires=1758108427&Signature=EihpZNljjCWQ5yWNFcMScg64slShaFE8KSwughUPt6brxfsogq8lWv1l~pKEXGXLRIoM-Z6kdo4FAqlU3rR4N~RRDgCCo7kvdjMRJQTV168YU-X1v~lg7ezW~o~SJZu53RidvK27BKxcknkXveqtvwske8DaMd01xlPLtc72n731GV~0XGBFESiCJYYuqMMn0W7r70nJUhw0CWnI89E2Zy1VaMNxKN3mBToW7Wu-5TgIRAkKvXn5PE3k3BP6mi5nY4sCdb2AqgIasr0hWDE-HGJhJc0iyiwOVt5oPrlwdqMYwAJ72iw2KdAe2t9cYyxJ1j99CU9eLN8b-SPRttXbiA__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Scarves,Fashion Brand,"Brown","One Size",true,4,135,"women;accessories;scarves;brown;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.523Z
hf_39716,"Arrow Woman Women Blue Dress","Premium blue dresses designed for casual occasions during summer.",62,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/92/image/image.jpg?Expires=1758108427&Signature=SMfyJDvBJuoRZ6igLdKTz4jtodb6fw6sgTUW~YY6nWL4rs08lpNvffCjraf2~s8ZF3Tr09w6~MYHk0bz2gfcks5n7V1kxY0mV2-y2vuVFOCljMzO3paQsMTiPGS2Y3~lwbFTwDdN9II1kWsoB1XCmOAw3Tzk2hQfriKEraLifa8RVmC75h7ltP7~cjx0WJOxJ43MhfEm1TPEzxUqD5-4TRlv35H2cDueMGOnnTFPIgslzKlTVma30znwYOhyWygkVjW~ziFznbPaaUpKgzD4htbrmbos6Gkmpwv1WRsB3pCW0AzZwe0KxeTtRiGdkpZuG--p827EzcHrGbWjS69rUw__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Dress,Arrow,"Blue","XS;S;M;L;XL",true,4.3,191,"women;apparel;dress;dresses;blue;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.523Z
hf_55802,"SDL by Sweet Dreams Women Green Printed Night Suit S11-3124","Comfortable and trendy night suits featuring white color, ideal for casual activities.",63,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/95/image/image.jpg?Expires=1758108427&Signature=xeVCOFAxdrShMR6Y1bTYE4wnVkmZQmNZcRnVBTni1S4dWx8dKWwjRJfhb3tpNzNp0Hwt9ZkQmCHlkugY2D5VpukrF7d7U~a2XuIshWhygDE0F4J10SKzduYlhsIPu6LNQWWEEKuAraJ5Ng7Kl6MlZdf3DZY4JvielGpmG4j2kzO8~8RxQ6otEnkJQIXrnfrHDFKm0gIDivdoNLuI9XnZ1~eF9rGl2HhhXwaGyiCz7cMWuelGlBiclhHiomeMX4mdftmgOAZlVJXxoMZst5cAYkADubUD5cKlx7OiFKgNEowvZVtmT2tiaDFMsdKTnJdApkOKXUAxSdoB12e2DWveAg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Loungewear and Nightwear,Fashion Brand,"White","XS;S;M;L;XL",true,4.8,40,"women;apparel;loungewear and nightwear;night suits;white;summer;casual",2016-12-31T18:30:00.000Z,2025-09-17T10:28:46.523Z
hf_43967,"DKNY Women Red Delicious Perfume","Comfortable and trendy perfume and body mist featuring red color, ideal for casual activities.",42,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/97/image/image.jpg?Expires=1758108427&Signature=ITcxp6p8aRtNCgToiSecZlR2iqrlxE-~8U8LiFl4ARLotrP0rm0MtwLljfBQ4p3WYhCnfYBGJjg7wilDTHCurbTsAcA4GGjfRBBcHSFrgdqFIJNa~J9KHKsB9me92Ya7QMc7Y8iPks3nVWY1FmX~5v5AnpFYT3eY8~pfnCQp~12AF4w92XzW9Yi2taconVkbNbYtvSivqsRtKBKcd-DhDvuMAK77j~qTNjYzKGrIXGHd1HOyfk0zHqxAMrlQpNL0euKl6FGLZH~BzSRav8LcW-tSSKjcfhhHtqXY-1A77W9dnOQOaWtS6uzM-UK7ZfXtU8sxHFpvI5c-ft44JnvHGw__&Key-Pair-Id=K3EI6M078Z3AC3",Beauty,Fragrance,Fashion Brand,"Red","XS;S;M;L;XL",true,4.1,59,"women;personal care;fragrance;perfume and body mist;red;spring;casual",2016-12-31T18:30:00.000Z,2025-09-17T10:28:46.523Z
hf_28456,"Urban Yoga Women Blue Skirt With Leggings","Premium blue skirts designed for sports occasions during summer.",40,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/98/image/image.jpg?Expires=1758108427&Signature=c0WM2GRd9hr2BsxATMKOuqvzyAuFZ9PNe7AcehdxISN87zsz7mly6gLyH6-sQPy42a~XZKNtpcxjG30vc2Jx4nR5gTcRACQwewgJzX9tBkcJ2j0uE40Nj9MBg3ZBL5FvKBM23etDZcUR40vI7ePUbvbReSVLbevOMqfUbUyuvBQId1ONCUTqsLtgpAsS1H2OE65RaqVTjTdesfwK-AYqmdYZIwXG9AB9TZXi54-DXGL-ev2hfntoSe~r6nRc3ocxNqAeMW2nn-Uu0J~OqKbvbpCYYQhAnWOBlCm~soXL5gNMiQ8RmcpqhXWJbrXILk~vBq69RQMDFYb6Ips2rJDPMg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Bottomwear,Fashion Brand,"Blue","XS;S;M;L;XL",true,3.8,187,"women;apparel;bottomwear;skirts;blue;summer;sports",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.523Z
hf_11518,"Catwalk Women Gun Metal Grey Heels","Comfortable and trendy heels featuring grey color, ideal for casual activities.",92,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/110/image/image.jpg?Expires=1758108428&Signature=iiHqta3MXVSfNHZ3CTJ8llWo2X5QA8WkyUkknsjXaHKkYPpqrCNylUpnSHVgRpP2Dz~hq0~2cQcB8FwZM2QZzEjLWPnYj5gkddZokJqpH2eKGDkRakP9byloL9bYeJeRAvdyVsaivqK5jzFOoap5FkNi2GXHdS0~-dwjdcsj71LeHJ6eVn8GqpU6zqraxugSCPfEFTTNOmpwzN-QDLIt4Bf5tqKE0paHVTZl7xAd5DVdaZGdXRzG7EAC92G9yVmYFILSJxfwMlU9G9gzpI9R6pZs-EQdh3fBnM8UcMXlBCyo3FKnNZ4jP7Oai4VKMfSKe0h68shbnFGVPh4EalTZwg__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Grey","5;6;7;8;9;10",true,3.2,96,"women;footwear;shoes;heels;grey;winter;casual",2014-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_14856,"United Colors of Benetton Women Solid Beige Wallets","Stylish wallets in beige perfect for summer casual wear.",98,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/111/image/image.jpg?Expires=1758108428&Signature=spQHNSxuHgTbBWeRCvG-AffO0iHmJt57OuT88MxzZOUg2BGjCd33g7S5Ayf-GRriVbWi7yBhJrGasFrHzMjXXK95qyYLhc762Y-Cvv2MNb2HYkQ91B8w1cnhNDNPmraxTCF-nbSHpNL~D5ZGs8P9n4lI987QU-IcqsLAVxyFYW~8zd5rzWv8-lXI8wp26VUvoacvUiJywt13LJH2igdqKnizHVRFMGhmgkbUqxRVPd0-9aZgOq1IuSX7IDidz87ZkHHVx3lSYZNGvuJkkgpqUZaY-z6AlTOQs2BAfWsKsTbI7YPu5XuZhOwrBhfukH2Fp0AOKe9MQ8cFPd1hiecxkQ__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Wallets,Fashion Brand,"Beige","One Size",true,3.6,47,"women;accessories;wallets;beige;summer;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_27846,"Scullers For Her Charcoal Blazer","Stylish blazers in charcoal perfect for summer formal wear.",29,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/115/image/image.jpg?Expires=1758108429&Signature=iKk29f~f7DWHLmCSMPT580LCXUETIfe1TbSz0LrOjzYnRD1dILi94NwlO-XwLYvvK~1JMnaCHaGZUcfQ217tah0cn6h3sxE~jGnAM--To6RQVicoUH5RwgpevPQSLhcbNybYiJVafeoosx0k~ze2mQ7O--mytzZUJZWuIlVH9nhuF-wKiC7byPox4jhlTdWJBy8tzWYqFnlksOfCVkjCjBu9etS-mjpOdQoHwrLFyfpNQlvaOB5oV94bDUhOGT1YwVP4QLHzR41G0Z~25yAI70CJRQdLFtScN6xbuiFahP6XULHZGeNIIjp4lnCRk7yR145Zt1m3seXMn1rHNObHQA__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Charcoal","XS;S;M;L;XL",true,3.2,150,"women;apparel;topwear;blazers;charcoal;summer;formal",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_26994,"Jealous 21 Women Black Jeans","Comfortable and trendy jeans featuring black color, ideal for casual activities.",80.43,96,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/116/image/image.jpg?Expires=1758108429&Signature=o5YAwZsfCDe7LM~4JPr-Mei8U8bIU4wcRhDdXlBsdnsUaDIXL95U~N61Z48ftbmLMSTfEqa-R06r5J2FVC160cmI2zH6J-u2nFaMJSbLynnfaEGLzeGPFpsFJnX1vuG2ni2Ynerh5J8R5dJhuOcMPgvDR8sk0GmhOgfFIOoWlP-EJuAamFhj4FyMK-srlgAwqPNiIrm~fmYXyXQBVpjGXQzacR54obIxJxtbmsvP6I8BwDIcs3ExefgQQvTj9yHHaB1CZ7XgLdCpuj-tBLUI6YqOgYKL11s1RLx-74PTL-GNoFdpwiq5k2hLeh0peUtcAdHlEGjVr4Tm2AEqZa5Zew__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Bottomwear,Fashion Brand,"Black","XS;S;M;L;XL",true,3.9,209,"women;apparel;bottomwear;jeans;black;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_49839,"iPanema Women Red Flip Flops","Comfortable and trendy flip flops featuring red color, ideal for casual activities.",43.19,69,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/117/image/image.jpg?Expires=1758108429&Signature=qD~x5KDRU~tRGxgjy9n9-AUgRZxtGMV9hU4oqw3EC~HXN7MPYaQkWtxDkIOU~AY3I3b-YmNtTIQ6D6wfx5z3uRLUoRIGxR3Ts~zK0lhLBuGySJHVKV2g1x6QTqR9A43Kxqm3eaFnutwculOB9w10ESrE~Ivj0ov6dzHsmpaLmVuS3Erup6RvGicr49FN9vUAuGw3~xvi7uMhNBKy~WaA5OyNeEtTMu3P-FvefBbF5pJ2YaK8yxByMlIFiSw4mbQKJy9Sj4pwMGndmWnJKDvw-jL1l7XKnpkdtOqJPlZ0sxLjkzte6LeFc8ol5dreM8i4VTJFUJrpYYob27FP2VaSvw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Flip Flops,Fashion Brand,"Red","5;6;7;8;9;10",false,3.1,89,"women;footwear;flip flops;red;winter;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_31923,"Fabindia Women Blue Silk Sling Bag","Stylish handbags in blue perfect for summer casual wear.",66.66,79,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/118/image/image.jpg?Expires=1758108429&Signature=V7IjA57b-aLN9bEqeuZ1Sc61jDd25M7daBttLfpaGsUbVn6mIXoPa0r-BIq6ck5Up2ObLxmR0N9QXwTL39WVeN9-PwtuObD~YnW715iIHyDb3p7tSNd4xc38ap5nNWC9AsaWo7fBQs6wG00GEfc4ARMYqW7Y-D3PAXQO-~b7M8Jtdc0GurK51iDp6Vw3j5tchOkYcRCmxc5Pcfk1YjvGrJZruyKc~sP2aXMNMp1uZOrgOTlVDWQnolqL56laCVebwP5sohNolINVmPeLIkhpdYye3MhcF0dpks0mOhc1vT0DRhpKDbSLw-OjOXWVzNgTZ3M7FWbI2tDGdfW7tJc8LQ__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"Blue","One Size",true,3.8,144,"women;accessories;bags;handbags;blue;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_2618,"Carlton London Women Silver Wedge Sandal","Stylish flats in silver perfect for spring casual wear.",58,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/119/image/image.jpg?Expires=1758108429&Signature=WWu4IgrRuCInsmLNO3d8iXKLV7lzgjaPfRt7E51hMhm18klEEMME4YdR5MQTXSLYHtnpyzH5t4P2MGKChDkDsum56OUnt0zVF-~G6St-VH~we3tBAUHGUXrl5z3FzAbW7lxl67Wi~w5LR0kqf4p~qArhlAyU2zWHydWdWJ5WSAHEsg50MwNd51cUODVQ0jVi7O62b~0ToMaql9bUSFYjxZB6D6q2e4hVjIJx415cbs3dbiJSkfegElelomfwaNxk3MQfZgCnbgvpaNfoeVc0PIiBSb15~x4QYbC3MUI1Vm33xMsRAsrF~hgzlW56TCwWVLmlp~4HdAVpoz0Z-WqdzA__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Silver","5;6;7;8;9;10",true,4.5,42,"women;footwear;shoes;flats;silver;spring;casual",2009-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_54588,"Sushilas Women Printed Green Kurta","Comfortable and trendy kurtas featuring green color, ideal for ethnic activities.",62.69,82,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/120/image/image.jpg?Expires=1758108429&Signature=qSwis7rE1zBBAVGXTUidDDol99tNcOh3sMw7s5ALz10xCqevnbECMLSAoPLBRHBbFDe5HwYfBRS4YWIVgyqKTGe-EvuXoHK3hO0FRxqqR0Jt259x01Ni5dsaZoic6Z4tenU2hPbbQVvK4pqV9vD3RlDU~VLgvwTl8pg~hI7xKhLqZOr8jJg4o60sdgD7RzMr3zYwKQnnoyRQ48bJvmNhLCMl8snDKfzG9nc3vQrMJU~QeElJRaEf2RKvp84Ei~pFChwU4JkfebIRmLESeI0JlM0vKySQkBogrMQ1j168-ALtiXPVbLLsxyO9nISXfVNkITHZQ-kDleG5WzhQP61t4w__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Green","XS;S;M;L;XL",true,3.8,180,"women;apparel;topwear;kurtas;green;summer;ethnic",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
hf_49005,"Lucera Women Silver Ring","Comfortable and trendy ring featuring silver color, ideal for casual activities.",79,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/121/image/image.jpg?Expires=1758108429&Signature=QPuPFdAxK~2xf799YtASWkN~ia1GAMQWUgqOHUBcRgXwGjdbTX0ky49cViPJBscTgPV~0eCitMe1jS1JladIAjOiugEeBaOyj9zXGiJFDMGnfayG6fTBwnelAg5kSixkiD922LVhPZDvBLhm8BMxpMQi5R0yV3kfTxoCFx~gK1lqz58JzjjqtWGhVf8efGxazyNKIk~Fr8MDOgYjq55vVxV0etd2FdGPOa2I-SLYZKev8jfcpCrpPsBF2thi3cXjGog4qUwDC-GBDGuQggLxwO6tzZKLtD3fJ2Bm9SuhRrDY81c1Q29DLc3F9FYo-qrL8tx1p7ghH9SYb0oqINkfrw__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Jewellery,Fashion Brand,"Silver","One Size",true,3.7,112,"women;accessories;jewellery;ring;silver;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.525Z
